Nombre,Anyo,Roles,Peliculas,Premios
Taylor Negron,1957,Reparto. Guion. Producción,"Alienated, El último boy scout, El gran lío",Otros premios
Teri Garr,1947,Reparto. Equipos adicionales. Banda sonora,"Tootsie, Encuentros en la tercera fase, El jovencito Frankenstein",Nominado para 1 premio Óscar
Eileen Brennan,1932,Reparto. Guion. Banda sonora,"El juego de la sospecha (Cluedo), Un cadáver a los postres, La recluta Benjamin",Nominado para 1 premio Óscar
Shelley Duvall,1949,Reparto. Producción. Guion,"El resplandor, 3 mujeres, Popeye",Nominado para 2 premios Primetime Emmy
Dylan Walsh,1963,Reparto. Vestuario. Guion,"Congo, El padrastro, Nip/Tuck, a golpe de bisturí",Otros premios
Jennifer Aspen,1973,Reparto. Producción. Guion,"Cuestión de pelotas, Anatomía de Grey, C.S.I.",No tiene premios
Marissa Ribisi,-1,Reparto. Guion,"Movida del 76, Pleasantville, Ejecución inminente",Otros premios
Frances Bay,1919,Reparto,"Terciopelo azul, Terminagolf, Inspector Gadget",Otros premios
Anne Haney,1934,Reparto,"Sra. Doubtfire: Papá de por vida, Mentiroso compulsivo, Medianoche en el jardín del bien y del mal",No tiene premios
Joshua Beckett,1965,Reparto. Guion. Producción,"Always Say Goodbye, Las aventuras del joven Indiana Jones, Sensación de vivir",Otros premios
Katherine LaNasa,1966,Reparto. Producción,"En campaña todo vale, Historias de San Valentín, Truth Be Told",No tiene premios
Paige Allen,-1,Reparto,"Drowning in Actors, Howl, Forever",No tiene premios
Janet Gunn,1961,Reparto. Dirección. Especialistas,"The Quest (En busca de la ciudad perdida), Medias de seda, La obsesión de Laura",Otros premios
Phillip Brock,1953,Producción. Reparto. Responsable,"Instinto sádico, Los inmortales II: El desafío, El guerrero americano",No tiene premios
Heather Ehlers,-1,Reparto,"Al filo de la noticia, Ghosts, Murder One",No tiene premios
Tom Gallop,-1,Reparto. Producción,"El ultimátum de Bourne, El mito de Bourne, Will & Grace",Otros premios
Marcia Cross,1962,Reparto,"Mujeres desesperadas, Everwood, Quantico",Nominado para 1 premio Primetime Emmy
John Allee,-1,Reparto. Música,"Flesh and Bone, Phoenix, Sounds of Silence",No tiene premios
Liza D'Agostino,-1,Reparto,"Un loco a domicilio, Ley y orden, Always Say Goodbye",No tiene premios
Sherry Ham-Bernard,-1,Reparto. Guion. Especialistas,"Estado de sitio, Cuatro vidas, Mars Attacks!",No tiene premios
Melissa Errico,1970,Reparto. Banda sonora,"Billions, En cuerpo y alma, Frequency",No tiene premios
Marialisa Costanzo,-1,Reparto,"Loose Women, Pajama Party: Hide and Seek, Mi querido rehén",No tiene premios
Tom Verica,-1,Reparto. Producción. Dirección,"Zodiac, Los Bridgerton, American Dreams",Nominado para 1 premio Primetime Emmy
Corey Glover,1964,Reparto. Composición. Música,"Platoon, Un gran amor, La proposición",No tiene premios
Amy Alexandra Lloyd,-1,Reparto,"Los líos de Caroline, Loose Women, Frasier",No tiene premios
Robin Strasser,-1,Reparto,"Sólo se vive una vez, Passions, Days of Our Lives",Otros premios
Mark Metcalf,1946,Reparto. Producción. Banda sonora,"Desmadre a la americana, Buffy, cazavampiros, Ángel",No tiene premios
Stephen Lang,1952,Reparto. Producción. Guion,"Avatar, No respires, Avatar: El sentido del agua",Otros premios
Victor Colicchio,1953,Reparto. Guion. Música,"Summer of Sam (Nadie está a salvo de Sam), Plan oculto, La extraña que hay en ti",Otros premios
Juan Diego Botto,1975,Reparto. Dirección. Guion,"La Celestina, 1492: La conquista del paraíso, En los márgenes",Otros premios
Miguel Ángel García,-1,Reparto,"Vacas, Hospital Central, En brazos de la mujer madura",No tiene premios
Faye Dunaway,1941,Reparto. Producción. Dirección,"Bonnie y Clyde, Network, un mundo implacable, Chinatown",Ganó 1 premio Óscar
Carme Elias,1951,Reparto. Equipos adicionales,"Camino, Puzzle, Pont de Varsòvia",Otros premios
Joanna Pacula,1957,Reparto,"Tombstone: La leyenda de Wyatt Earp, Gorky Park, El beso",Otros premios
Rosana Pastor,1960,Reparto. Dirección. Guion,"Tierra y libertad, Juana la Loca, A ras de suelo",Otros premios
Imanol Arias,1956,Reparto. Dirección. Producción,"Cuéntame cómo pasó, El Lute (camina o revienta), Brigada central",Otros premios
Florence Pernel,1962,Reparto,"Tres colores: Azul, Tres colores: Blanco, De Nicolas a Sarkozy",Otros premios
Ingrid Rubio,1975,Reparto,"Taxi, El viaje de Arián, El faro del sur",Otros premios
Ángel de Andrés López,1951,Reparto,"Mujeres al borde de un ataque de 'nervios', Tapas, Baton Rouge",Otros premios
Ankie Lau,-1,Reparto. Dirección. Guion,"Last Chance Love, Los superelectrónicos, Le llamaban Dragón Gordo",No tiene premios
Tyrone Power Jr.,-1,Reparto. Producción. Banda sonora,"Cocoon, Cocoon: El retorno, Shag, ritmo en los talones",No tiene premios
Brett Stimely,-1,Reparto. Producción. Guion,"Parkland, Ray Bradbury's Kaleidoscope, Transformers: El lado oscuro de la Luna",Otros premios
Ankie Beilke,-1,Reparto. Producción,"Po po chiu kai yan, Bo chi tung wah, Yau chat guen see um leun nei",No tiene premios
Billy Campbell,1959,Reparto. Cámara y electricidad. Producción,"Rocketeer, Nunca más, Drácula de Bram Stoker",Otros premios
Dey Young,-1,Reparto. Producción. Banda sonora,"Pretty Woman, Rock 'n' Roll High School, Spaceballs",No tiene premios
Sharon Farrell,1940,Reparto. Banda sonora,"No puedes comprar mi amor, La noche del cometa, McQuade, lobo solitario",Otros premios
Audrey Landers,1956,Reparto. Producción. Guion,"Dallas, Dallas, A Chorus Line",No tiene premios
Thomas Adämmer,-1,Reparto,Last Chance Love,No tiene premios
Simon Bowler,-1,Producción. Dirección. Guion,"The Price Is Right, Let's Make a Deal, 'Hick' Town",No tiene premios
Marc van Uchelen,-1,Reparto. Dirección. Guion,"Ventimiglia, Webcam, Bloody Mary",Otros premios
Arthur De Boer,-1,Reparto,"Hufters & Hofdames, Sextet, Rent a Friend",No tiene premios
Daan Ekkel,-1,Reparto,"Baantjer, Hufters & Hofdames, De boekverfilming",No tiene premios
Natasja Loturco,-1,Reparto. Dirección de la segunda unidad o asistencia a dirección. Dirección de casting,"Down, HotNews.nl, Rent a Friend",No tiene premios
Rifka Lodeizen,1972,Reparto. Guion. Dirección de casting,"Overspel (TV Series) (Serie de TV), Kan door huid heen, Judas",Otros premios
Nadja Hüpscher,-1,Reparto. Guion. Dirección de la segunda unidad o asistencia a dirección,"De boekverfilming, Dennis P., Levenslied",Otros premios
Miki Kobossen,-1,Reparto,"Hufters & Hofdames, Rent a Friend, Walhalla",No tiene premios
Femke Lakerveld,1974,Reparto. Producción,"Simon, Vox Populi, Van God los",No tiene premios
Marlies Bark,-1,Reparto,"Sextet, Rent a Friend, Hufters & Hofdames",No tiene premios
Marja De Winter,-1,Reparto,Hufters & Hofdames,No tiene premios
James Spader,1960,Reparto. Producción. Banda sonora,"The Blacklist, Boston Legal, Sexo, mentiras y cintas de vídeo",Ganó 3 premios Primetime Emmy
Anne Brochet,1966,Reparto. Dirección. Guion,"Cyrano de Bergerac, Máscaras, Du fond du coeur",Otros premios
Barry McGovern,-1,Reparto,"Braveheart, Joe contra el volcán, Un horizonte muy lejano",No tiene premios
Anna Massey,1937,Reparto,"El fotógrafo del pánico, Frenesí, El maquinista",Ganó 1 premio BAFTA
Aiden Grennell,-1,Reparto,"Michael Collins, En el nombre del padre, Inside",No tiene premios
Kevin McHugh,-1,Reparto,"The Burke Enigma, Inside, Veronica Guerin. En busca de la verdad",No tiene premios
John Cleere,-1,Reparto. Dirección de fotografía y cámara. Producción,"Ballykissangel, Madera a la deriva, New Sudan Dances",No tiene premios
Eamon Rohan,-1,Reparto,"Bloom, Evelyn, Aristocrats",No tiene premios
Liam Rigney,-1,Reparto,"Madera a la deriva, Shadow Silence, Star Portal",No tiene premios
Caroline Grey,-1,Reparto,"Madera a la deriva, Hércules",No tiene premios
N. Badral,-1,Reparto,El pequeño ladrón de Ulan Bator,No tiene premios
S. Gombo-Ochir,-1,Reparto,El pequeño ladrón de Ulan Bator,No tiene premios
E. Monkherdeni,-1,Reparto,"Bujany nugel, El pequeño ladrón de Ulan Bator",No tiene premios
Kh. Tomur,-1,Reparto,El pequeño ladrón de Ulan Bator,No tiene premios
N. Tsegmid,-1,Reparto,El pequeño ladrón de Ulan Bator,No tiene premios
Héctor Bonilla,1939,Reparto. Dirección. Guion,"La casa al final de la calle, Monica y el profesor, Meridiano 100",Otros premios
Helena Rojo,1944,Reparto,"El privilegio de amar, Cuidado con el ángel, Aguirre, la cólera de Dios",Otros premios
Demián Bichir,1963,Reparto. Producción. Dirección,"Los odiosos ocho, Una vida mejor, Machete Kills",Nominado para 1 premio Óscar
Dobrina Cristeva,-1,Reparto,"Querida enemiga, En nombre del amor, Retrato de familia",No tiene premios
Arturo Alegro,-1,Reparto. Composición,"Muchachitas, La reina de la noche, Gabriel y Gabriela",Otros premios
Fernando Balzaretti,-1,Reparto,"Muelle rojo, El nacimiento de un guerrillero, Días difíciles",Otros premios
Beate,-1,Reparto,Luces de la noche,No tiene premios
Álvaro Carcaño,-1,Reparto. Dirección. Guion,"Los suegros, Hora marcada, Mission Kill",No tiene premios
Miguel Angel De La Cueva,-1,Reparto,Luces de la noche,No tiene premios
Ana Laura Espinosa,-1,Reparto,"La mujer judicial, Prisión sin ley, Hora marcada",No tiene premios
Jean Yanne,1933,Reparto. Guion. Producción,"Tout le monde il est beau, tout le monde il est gentil, Week end, El pacto de los lobos",Otros premios
Noémie Kocher,-1,Reparto. Guion,"Mañana empieza todo, Happy Face, 1 Journée",Otros premios
Francesco Casale,-1,Reparto,"La isla del tesoro en el espacio exterior, El hombre que mira, Arabella l'angelo nero",No tiene premios
Vincenzo Crivello,-1,Reparto. Guion. Producción,"Violeta como el mar, Indelebile, Romanzo siciliano",No tiene premios
Eve Creac'h,-1,Reparto,"La dame du jeu, Vive Elle, Antigone 34",No tiene premios
Kléber Besson,-1,Reparto,"La dame du jeu, Arcana, connaissance de la musique",No tiene premios
Philippe Desbois,-1,Reparto,"L'affût, La dame du jeu, Que reste-t-il de Chris Conty?",No tiene premios
Julien Skowron,-1,Composición. Reparto,"La dame du jeu, Ralentir école, Liberté-liberté",No tiene premios
Xiaolu Li,-1,Reparto. Banda sonora,"Push, Xiu Xiu, Shou hu li ren",Otros premios
Lopsang,-1,Reparto,"Xiu Xiu, Yi xiang lai ke, Shen hai she nan",Otros premios
Zheng Qian,-1,Reparto,Xiu Xiu,No tiene premios
Jie Gao,-1,Reparto. Guion y continuidad,Xiu Xiu,No tiene premios
Qianqian Li,-1,Reparto,Xiu Xiu,No tiene premios
Yue Lü,1957,Dirección de fotografía y cámara. Dirección. Reparto,"Acantilado rojo, Shi san ke pao tong, La joya de Shanghai",Nominado para 1 premio Óscar
Qian Qiao,-1,Reparto,Qian Qiao | Reparto,No tiene premios
Cheng Jiang,-1,Reparto,"Chu wen, Xiu Xiu",No tiene premios
Xiaoyu Yang,-1,Reparto,Xiu Xiu,No tiene premios
Xuejun Gu,-1,Reparto,Xiu Xiu,No tiene premios
Billy Campbell,1959,Reparto. Cámara y electricidad. Producción,"Rocketeer, Nunca más, Drácula de Bram Stoker",Otros premios
Chris 'Kit' Ryan,-1,Dirección de la segunda unidad o asistencia a dirección. Reparto. Cámara y electricidad,"El guardián, Never Look Back, Secuestro intencionado",No tiene premios
Jean Butler,-1,Reparto. Equipos adicionales. Producción,"Dancing on Dangerous Ground, The Brylcreem Boys, Riverdance: The Show",No tiene premios
Gabriel Byrne,1950,Reparto. Producción. Guion,"Sospechosos habituales, El fin de los días, Muerte entre las flores",Nominado para 2 premios Primetime Emmy
Hal Fowler,-1,Reparto. Guion. Composición,"Han Solo: Una historia de Star Wars, Dracula, A Midsummer Night's Dream",No tiene premios
Anders Jillybo,-1,Reparto,The Brylcreem Boys,No tiene premios
Alistair McLeod,-1,Reparto,"The Brylcreem Boys, Past Into Present, Weekender",No tiene premios
Tim Hayes,-1,Reparto,"Golpe a Wall Street, Ley y orden: Unidad de Víctimas Especiales, Una chica bonita como tú",No tiene premios
Joe McGann,1958,Reparto,"Night & Day, Rockliffe's Babies, Harry Enfield's Television Programme",Otros premios
Anthony Madigan,-1,Reparto,The Brylcreem Boys,No tiene premios
Chloe Hopson,-1,Reparto,Enemy,No tiene premios
Richard Lasky,-1,Reparto,Enemy,No tiene premios
William Moore,-1,Reparto,"Sorry!, Dombey and Son, The Brontës of Haworth",No tiene premios
Beryl Jones,-1,Reparto,"La jaula desnuda, Enemy, The Christmas Gift",No tiene premios
Chari Kay,-1,Reparto,Enemy,No tiene premios
Robert Ruckstuhl,-1,Reparto,"Enemy, The Walk",No tiene premios
Barry Saxon,-1,Reparto,Enemy,No tiene premios
Jonathon Franklin,-1,Reparto. Producción,"Enemy, Will Play For Food",No tiene premios
Morris Everett,-1,Reparto. Banda sonora,"The Ghastly Love of Johnny X, Enemy, Belleza y poder",No tiene premios
Anthony Washington,-1,Reparto,Enemy,No tiene premios
Carla Gugino,1971,Reparto. Producción. Banda sonora,"Watchmen, El juego de Gerald, American Gangster",Otros premios
Richard Bright,1937,Reparto,"El padrino parte III, Érase una vez en América, El padrino parte II",No tiene premios
Robert Knepper,1959,Reparto. Producción. Equipos adicionales,"Prison Break, Transporter 3, Hitman",Otros premios
Donna Mitchell,-1,Reparto,"La sonrisa de Mona Lisa, El informador, St. Vincent",No tiene premios
Peter McRobbie,1943,Reparto,"La visita, Brokeback Mountain. En terreno vedado, Lincoln",Otros premios
Aida Turturro,1962,Reparto. Banda sonora,"Los Soprano, Deep Blue Sea, Mickey ojos azules",Nominado para 2 premios Primetime Emmy
Catherine Dent,-1,Reparto. Producción. Dirección,"The Shield: Al margen de la ley, Agentes de S.H.I.E.L.D., 21 gramos",Otros premios
Christopher McDonald,-1,Reparto. Producción. Dirección,"Thelma & Louise, Quiz Show (El dilema), Terminagolf",Nominado para 1 premio Primetime Emmy
Rya Kihlstedt,1969,Reparto. Dirección. Guion,"Solo en casa 3, Deep Impact, Dexter",Otros premios
Anna Thomson,1953,Reparto,"Amor a quemarropa, Buscando a Susan desesperadamente, Sin perdón",No tiene premios
Robert Schielecke,-1,Reparto,"Die kaukasische Nacht, Hans Warns - Mein 20. Jahrhundert, Bild ohne Titel",No tiene premios
David Iaschwilli,-1,Reparto,Die kaukasische Nacht,No tiene premios
Winfried Glatzeder,-1,Reparto. Banda sonora,"Olvidar Mozart, Till Eulenspiegel, En el lugar del crimen",Otros premios
Verena Plangger,-1,Reparto,"Tanja, En el lugar del crimen, Rentnercops: Jeder Tag zählt!",No tiene premios
Elguja Burduli,-1,Reparto,"Udzinarta mze, El poder de un dios, Chelovek-amfibiya",Otros premios
Lika Kavzharadze,-1,Reparto,"Rotsa akvavda nushi, Natvris khe, Shemsrulebeli 977",No tiene premios
Waléra Kanischtscheff,1965,Equipos adicionales. Reparto. Sonido,"Babylon Berlin, En tierra de nadie, Roxy",No tiene premios
Natalia Gaitner,-1,Reparto,Die kaukasische Nacht,No tiene premios
Saulius Bareikis,-1,Reparto,"Stranger Things, Pabudimas, Die kaukasische Nacht",No tiene premios
Galina Dauguvietyte,-1,Reparto,"Mano mazyte zmona, Laimingas laimes nerades, Ilga kelione prie juros",No tiene premios
Sylvia Chang,1953,Reparto. Guion. Dirección,"Xiang ai xiang qin, Er shi san shi si shi, Zui ai",Otros premios
Charlie Chin,1948,Reparto,"Ren zai tian ya, Chang qian wan lu, El regreso de los supercamorristas",Otros premios
Maria Cordero,-1,Reparto. Música. Banda sonora,"City on Fire, Dai cheung foo, Wei qing",Otros premios
Elaine Jin,1954,Reparto,"Yat nim mou ming, Dap huet cam mui, Yan man ying hung",Otros premios
Lowell Lo,-1,Composición. Reparto. Música,"El asesino, Shaolin Soccer, Sui yuet san tau",Otros premios
Richard Ng,1939,Reparto. Guion. Producción,"Ganadores y pecadores, Lara Croft Tomb Raider: La cuna de la vida, San yung seung heung pau",Otros premios
Lydia Shum,-1,Reparto. Música. Dirección,"Siu Tai Gik, Qiao tai shou ran dian yuan yang pu, Lo foo chut gang",Otros premios
Karl Merkatz,-1,Reparto. Guion. Banda sonora,"Der Bockerer, Der Bockerer 2, Der Bockerer IV - Prager Frühling",Otros premios
Karl Markovics,1963,Reparto. Dirección. Guion,"Los falsificadores, Atmen, Superwelt",Otros premios
Ottfried Fischer,-1,Reparto. Guion. Producción,"Der Bulle von Tölz, Alle meine Töchter, Beck",Otros premios
Regina Fritsch,-1,Reparto. Equipos adicionales,"Hermano de sueño, El vendedor de tabaco, Karl der Grosse",Otros premios
Erni Mangold,-1,Reparto,"Antes de amanecer, Der letzte Tanz, Caso Murer: El carnicero de Vilnius",Otros premios
Franz Buchrieser,-1,Reparto,"Der Skipper, Caso Murer: El carnicero de Vilnius, Berlin Alexanderplatz",Otros premios
Peter Faerber,-1,Reparto. Equipos adicionales,"FC Rückpass, Midsummer Madness, Tom Turbo",No tiene premios
Dietmar Mössmer,-1,Reparto,"Astérix y Obélix contra César, Comisario Brunetti, Aus heiterem Himmel",No tiene premios
Johannes Silberschneider,1958,Reparto. Música,"El violín rojo, Das ewige Leben, Hamlet_X",No tiene premios
Uwe Schweiger,-1,Reparto,"Die 3 Posträuber, Drei Herren, Wanted",No tiene premios
Tom Everett Scott,1970,Reparto. Producción. Dirección,"The Wonders, El informador, ¡Porque lo digo yo!",Otros premios
Mark-Paul Gosselaar,1974,Reparto. Producción. Dirección,"Franklin y Bash, Policías de Nueva York, The Passage",Otros premios
Poppy Montgomery,1972,Reparto. Producción. Equipo ejecutivo,"Sin rastro, Imborrable, Blonde",Otros premios
