Título,Puntuación IMDb,Directores,Guionistas,Argumento,ID
Silver Man,"4,3",Peter Foldy,Gerald Sanford,A street performer fights a pathological man for his girlfriend's love.,tt0217802
Pumuckl und sein Zirkusabenteuer,"5,5",Peter Weissflog,"Ursula Bagnall, Ellis Kaut","Sequel to the TV series from the 1980s. Now living with a younger relation of Meister Eder, Pumuckl is abducted by two devious circus artists eager to exploit his invisibility in their number. The little sprite has many new adventures in the exciting world of the circus.",tt0237622
El monje,"5,5",Paul Hunter,"Ethan Reiff, Cyrus Voris",Un monje tibetano se convierte en mentor de un joven de la calle y trata de enseñarle a proteger el pergamino del poder supremo de una organización secreta nazi empeñada en dominar el mundo.,tt0245803
Atajo a la felicidad,"5,4",Alec Baldwin,"Stephen Vincent Benet, Archibald Macleish, Peter Dexter",A down-and-out writer sells his soul to the Devil in exchange for fame and fortune.,tt0263265
Beyond Re-Animator,"5,7",Brian Yuzna,"José Manuel Gómez, H.P. Lovecraft, Miguel Tejada-Flores","Después de 13 años en prisión, un científico loco tiene una nueva oportunidad de experimentar con la llegada de un joven médico de la prisión, que secretamente espera aprender a reanimar a los muertos.",tt0222812
The Invitation,"4,3",Pat Bermel,"Pat Bermel, Neil Bermel","Six people are invited to a remote island by a famous horror author for dinner. He reveals that he poisoned everyone, just as he was having his own epiphany. In order to get the antidote, each person must confess their lies.",tt0248110
La casa de los 1000 cadáveres,"6,0",Rob Zombie,Rob Zombie,Dos jóvenes parejas que viajan por Texas buscando macabras leyendas urbanas acaban cautivos a manos de una familia de sádicos asesinos en serie.,tt0251736
Subterano,"3,9",Esben Storm,Esben Storm,"Eleven souls, trapped in an underground carpark, are attacked by deadly, remote controlled toys. Only a few will survive.",tt0255623
Dorian,"3,8",Allan A. Goldstein,"Peter Jobin, Ron Raley, Oscar Wilde",A modern retelling of the Oscar Wilde novel.,tt0258534
En carne viva,"5,4",Jane Campion,"Jane Campion, Susanna Moore, Stavros Kazantzidis","La neoyorkina Frannie Avery, profesora de redacción, tiene una aventura con un detective de la policía que investiga el asesinato de una hermosa joven de su vecindario.",tt0199626
The Accidental Detective,"5,9",Vanna Paoli,"Cristina Acidini, Patrizia Bittini, Vanna Paoli","The famous American art collector Aaron Silberman dies suddenly in Florence under mysterious circumstances. His widow, universal heir to his fortune, has an unpleasant surprise: a few days before his death, her husband had made in great secret a transfer of twenty million dollars for the purchase of a building in the heart of the Tuscan city. David Bailey, a young Ame... Leer todo",tt0244379
La collezione invisibile,"6,7",Gianfranco Isernia,Gianfranco Isernia,,tt0262156
Basic,"6,4",John McTiernan,James Vanderbilt,Un agente de la DEA investiga la desaparición de un legendario sargento instructor de los Rangers del ejército y de varios de sus cadetes durante un ejercicio de entrenamiento que salió terriblemente mal.,tt0264395
Vera,"5,9",Francisco Athié,Francisco Athié,The story of an android that raises alive in the deepest caves of the mayan zone in México and meets and old dying man. They will stablish a spiritual bond than enlightens the old mayan and helps him to release himself out of his withered body.,tt0274193
Osmose,"5,9",Raphael Fejtö,Raphael Fejtö,,tt0195119
Venus on the Halfshell,"7,4",Niels Nielsen,"Niels Nielsen, Tess Nielsen","Smart, young forest ranger marries handsome, flaky, artist dude, way too quickly. Their happy-giddy start degrades through a surreal roller-coaster ride whipped to a frenzy with neurotic kids, a high-strung ex-wife and a malicious alcoholic dad.",tt0214275
Finding Home,"5,3",Lawrence David Foldes,"Lawrence David Foldes, Grafton Harper, Carol Hay",Inheriting her grandmother's remote island Inn causes Amanda to re-evaluate her life and decisions.,tt0228301
El lenguaje de los sueños,"6,5",Guy Jenkin,Guy Jenkin,A young Englishman is sent to Malaysian Borneo in the 1930s to stay with a tribe as UK's colonial representative. A local woman (J.Alba) helps him understand local tradition and language. He falls in love with her etc. despite the taboo.,tt0242888
Silent Screamplay,"5,2",Denise Riley,Johnny Keatth,"A sexy blond hairdresser from the mid-west inherits her father's Beverly Hills apartment complex along with a creepy gardener and a slew of murders. Things get complicated when the dectective on the case falls for her. Slashes, gashes, sex and surprises abound in the murder mystery.",tt0160870
Pasado oculto,"4,6",Doug Greenall,Doug Greenall,"Lanalee's life looks rosy until her estranged sister, Blue, appears. Blackmailed by her disturbed sibling, Lanalee is suddenly fighting to protect a terrifying secret. Blue and Lanalee hide a dark past from their men # a fiancé and a lover # as a rollercoaster journey to their childhood home challenges their relationships. Painful memories resonate from an abandoned f... Leer todo",tt0201934
Terror in the Darkness,"4,2",Yolanda Darnell,Yolanda Darnell,A young woman experiences a living nightmare with the man of her dreams.,tt0215244
How It All Went Down,"4,0",Silvio Pollio,"Silvio Pollio, Danny Wattley","A struggling filmmaker finds himself involved in a dark world of guns, drugs and prostitution.",tt0243652
En tres y dos,"6,6",Rolando Díaz,No disponible,,tt0092960
"Goodnight, Joseph Parker","5,7",Dennis Brooks,Dennis Brooks,"""Unapologetically brash in dialogue and texture GOODNIGHT JOSEPH PARKER is the classic love story brought to a no-pleasantries bar room. Girl loves man who loves woman, woman isn't worth his time. Into that mix throw in a hopeless drunk with a good heart and weak stomach, a bartender who's more desperate than his customers and Steven Tyler as a shameless bad boy looki... Leer todo",tt0146803
Bluebird,"7,4",Mijke de Jong,Helena van der Meulen,"Merel, a talented young girl, is suddenly getting bullied at school.",tt0159290
El Maya,"6,9",Jose Rodriguez,Jose Rodriguez,,tt0168064
El resto de nada,"6,8",Antonietta De Lillo,"Enzo Striano, Giuseppe Rocca, Antonietta De Lillo","Set in the 1790s, this historical drama follows the travails of an idealistic noblewoman who helps lead a daring revolution in Italy.",tt0170508
Greener,"7,7",Steven Anderson,"Mike Leonardo, Matt Socia",,tt0186785
Olga,"6,5",Jayme Monjardim,"Rita Buzzar, Fernando Morais","Based upon the true story of Olga Benário, the German-born wife of Brazilian communist leader Luís Carlos Prestes. During the dictatorship of Getúlio Vargas (1930-1945) she was arrested and sent to Nazi Germany, where she was put to death in a concentration camp. After World War II began, Vargas decided to support the Allies.",tt0196811
El caldero de los pecados,"5,3",Fabien Pruvot,Jennifer Farrell,"En el espíritu del Infierno de Dante, este tríptico moderno despliega tres complejas historias de mentiras, secretos y pecados, todos intrincadamente entretejidos para explorar las sombras ocultas del alma del hombre.",tt0203912
Tricks,"7,1","Iris Klein, Jim Klein","Iris Klein, Jim Klein","Laurel, Jane and Candy. We meet them as children, we know them as prostitutes and we come to understand them as women. The town is Chicago and the girls are from all walks of life. This is love at a price.",tt0211070
West from North Goes South,"8,0","Steve Ashlee, Valerie Silver",Valerie Silver,,tt0108549
Manual del Serial Killer para principiantes,"5,2",Trace Slobotkin,"Dave Gist, Trace Slobotkin","When a disgruntled high school senior gets hassled for his lack of ambition, he decides to devote his energy into becoming a serial killer. He starts out small until he meets the girl of his dreams who wants to be his first victim.",tt0122247
Thunderbirds,"4,3",Jonathan Frakes,"Gerry Anderson, Sylvia Anderson, Peter Hewitt","Cuando el Encapuchado encuentra e invade la base secreta de Rescate Internacional y atrapa a la mayor parte de la familia Tracy, solo el joven Alan Tracy y sus amigos pueden solucionarlo.",tt0167456
A Night at Sophie's,"7,5",Scott Schofield,"Bill Karydes, Scott Schofield","This bittersweet romantic comedy explores love, loyalty, success and friendship with an ensemble cast of dreamers and cynics on the eve of their friends' wedding. Harold, the most sensitive and level-headed of his friends, is in love with his best friend's girl. Complicating matters is the fact that he will be the best man at their wedding the next day, the Groom is m... Leer todo",tt0169084
Kebab Connection,"6,6",Anno Saul,"Fatih Akin, Ruth Toma, Jan Berger","In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now he makes commercials for his uncle's kebab restaurant. When Titzie, Ibo's aspiring-actress girlfriend, finds out that she's pregnant, Ibo's uncertainty about fatherhood is compounded by his own father's disowning him for getting a German girl pregnant--so Titz... Leer todo",tt0177882
Meri Biwi Ka Jawab Nahin,"3,5","Pankaj Parashar, Jaidev Chakraborty, S.M. Iqbal",No disponible,Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police inspector he re-locates to Bombay and later on encourages Durga to move into there new home. In this new environment Durga will meet with some women who are subjected to injustice by... Leer todo,tt0187279
29 and Holding,"8,6",Sean Hanish,"Jed Davis, Morgan Simpson","Mike Lesley and Jeff Smith are turning 30 and believe their care-free days are about to be over. Mike is the likeable slacker of the two. He is a substitute teacher who works well with kids, but would rather live on the golf course than be working. This infuriates his scheming long-time girlfriend, Cathy, and his banker father, Jack. They both want Mike to become a ba... Leer todo",tt0198013
B Movie,"7,2",Philip Dolin,Philip Dolin,"Released contemporaneously with Torque, this film explores themes of latent sexuality, childhood trauma, and bees. Cold, calculating, corrupt career cop Crazy Cave Man finds frequent fornicator Prof. Friend ferociously fellating furries.",tt0220322
Split,"5,3",Chaim Bianco,Chaim Bianco,"Split is a joltingly visual techno thriller that rips deep into the brain of Joe The Driver, a semi articulate thug who must figure out why he is suddenly two people at the same time. - In one world Joe is a limo driver to a stable of teenage Asian callgirls as well as serving as all around henchman for a tyrannical maimed pimp named Mom. In the other world he is dron... Leer todo",tt0131597
Hellboy,"6,8",Guillermo del Toro,"Guillermo del Toro, Peter Briggs, Mike Mignola","Un demonio, criado desde la infancia tras ser conjurado y rescatado de los nazis, crece hasta convertirse en un defensor de las fuerzas de la oscuridad.",tt0167190
Vampire Lesbian Kickboxers,"8,1","Terri Cascimo, Val Franco",Terri Cascimo,,tt0235853
Indiano Jones y el agua de la eternidad,"6,3",Kodi Ramakrishna,Satyanand,"Orphaned Arjun lives a poor lifestyle in an ashram along with his mentor, known simply as Guruji, and several other younger orphans in a forest region, Shivgiri which is accessible via railway station Buddhir Medi. One day while returning home, he comes to the assistance of Sapna, who has journeyed all the way from North America after hearing of the sudden death of he... Leer todo",tt0239235
Warrior Sisters,"7,7",Frank Scantori,Frank Scantori,"A Princess is kidnapped by a Sorceress, her fate is to be sacrificed to the evil demon Verik. Only one person has the power to save the Princess, a Priestess. There is only one drawback, the Sorceress and the Priestess are sisters. The only way to be victorious is one must destroy the other.",tt0205513
Raspberry & Lavender: The Lavender Girl,"6,3",Johnny Kim,"Johnny Kim, Samantha Lee, Tony T.L. Young","Taylor Williams III meets the girl of his dreams, Mandii Carson.",tt0222790
Berserker,"3,1",Paul Matthews,Paul Matthews,El hijo de un caudillo está maldito a renacer una vida tras otra y destinado a amar y perder hasta que se levante la maldición.,tt0264410
Off the Pages,No disponible,No disponible,No disponible,,tt0286857
Mothers Little Murderer,No disponible,No disponible,Lance Peters,"An apparent gynaecologist Dr. Nightingale hastily marries a pregnant patient, Modesta and takes her home to his mysterious manor to meet Mother. Mother turns out to be his crazy accomplice in mass murder and his quest for immortality.",tt0293708
Shrek 2,"7,3","Andrew Adamson, Kelly Asbury, Conrad Vernon","William Steig, Andrew Adamson, Joe Stillman","Shrek y Fiona viajan al reino de Muy Muy Lejano, donde los padres de Fiona son reyes, para celebrar su matrimonio. Cuando llegan, descubren que no son tan bienvenidos como pensaban.",tt0298148
Frost,"5,2",Dominik Alber,Thomas Grob,"When Anita, the police commissioner's wife, is found dead and disfigured in the bathtub, Lieutenant Braque initiates an all-out manhunt to find the commissioner. But, soon it becomes apparent to investigators that nothing is as it seems. The victim's diary is full of shocking entries, including details to an unsolved hit-and-run case; an unsolved murder that seems to ... Leer todo",tt0202360
El exorcista: El comienzo,"5,1",Renny Harlin,"William Peter Blatty, William Wisher, Caleb Carr","Años antes de que el padre Lankester ayudara a salvar el alma de Regan, se encuentra por primera vez con el demonio Pazuzu en África Oriental.",tt0204313
Habitaciones para turistas,"5,2",Adrian Garcia Bogliano,"Adrian Garcia Bogliano, Ramiro García Bogliano","Five city girls must spend the night in an isolated town within the province of Buenos Aires, where they will find out more than what the flesh and bone can stand: the most violent side of local hospitality.",tt0286669
Directos al infierno,"5,0",Jeff Burr,"Jeff Burr, Mark Hannah","When two young American GIs desert their platoon in the final days of World War II, they will find themselves struggling against all odds to stay alive.",tt0287733
Killer Weekend,"3,5",Fabien Pruvot,Jennifer Farrell,A series of murders at a Santa Barbara beach house has three couples terrified for their own safety and pitted against one another. The murderer had to have been one of them.,tt0287795
Suske en Wiske: De duistere diamant,"4,8",Rudi Van Den Bossche,"Patricia Beysens, Ilse Somers, Rudi Van Den Bossche",Family adventure based on the bestselling classic comic strip in the Spike and Suzy series created by Willy Vandersteen.,tt0289933
Fascinación,"3,8",Klaus Menzel,"Daryl Haney, John L. Jacobs, Klaus Menzel",A young man becomes suspicious when his recently widowed mother decides to re-marry soon after his stepfather's death.,tt0305632
Harry Potter y el prisionero de Azkaban,"7,9",Alfonso Cuarón,"J.K. Rowling, Steve Kloves","Harry Potter, Ron y Hermione regresan al Colegio Hogwarts de Magia y Hechicería para cursar su tercer año de estudios, donde se adentran en el misterio que rodea a un preso fugado que supone una peligrosa amenaza para el joven mago.",tt0304141
Abuso de poder,"5,1","Michael Connolly, John Stimpson","Lynda M. Connolly, Michael Connolly, John Stimpson","The late Irish hero fireman's (Lefty) charming son William M. ""Billy"" Dylan (25) is elected as independent, youngest Massachusettes state representative. He joins the Democrats, Congress seat Beacon Hill's legendary rooster, House speaker Charles T. ""Chick"" Mudoon, who trusts the customary campaign debt check will reel the rookie in as another meek party soldier. Howe... Leer todo",tt0206771
2046,"7,4",Kar-Wai Wong,Kar-Wai Wong,"Varias mujeres entran en la vida de un autor de ciencia ficción en el transcurso de unos años, después de que el autor haya perdido a la mujer que él considera su único amor verdadero.",tt0212712
Roomies,"4,1",Oliver Robins,"Michael Baumgarten, Kate McKinney, Oliver Robins","After his last girlfriend slept with his last roommate, Reno Rizzolla moves to L.A. with his new girlfriend... and chaos ensues when the debt on the house forces him to get roommates.",tt0224025
True Vinyl,"5,1","Scott Falconer, Scott Hatley","James Gavin Bedford, Alec Costandinos, Lynn Isenberg","Billy Thompson is kid from Nebraska whose mother was a musician who died when Billy was young. To honor her, he wants to build his own recording studio. So he decides to enter a DJ competition in Los Angeles. He meets another DJ, Nite Owl, who's developed a new thing which he hopes to unveil at the competition. And he also meets Maya, a dancer from New York. Another D... Leer todo",tt0229792
Life Sentence,"6,3",Andy Graydon,"Andy Graydon, Benjamin Meyer",Life Sentence is a psychological thriller chronicling the turbulent and deadly relationship between a burned-out critic and a brilliant but unstable writer.,tt0218400
Till Proven Innocent,"5,0",Roberto Monticello,"Melanie Forchetti, Roberto Monticello","A brutal double murder in a hotel room. A suspect confesses at the scene. An open and shut case turns into a psychological thrill ride as tough NY detective, Gloria Hernandez starts a crusade to prove confessor Janie Holtz innocent despite her adamant admissions of guilt.",tt0235219
The 24th Day,"6,4",Tony Piccirillo,"Tony Piccirillo, Tony Piccirillo",Tom (Speedman) and Dan's (Marsden) one-night stand turns into an intense power-play between captor and captive.,tt0246404
What Is It?,"5,3",Crispin Glover,Crispin Glover,"What Is It? is a bewildering, unnerving, surreal, blackly comic film from the visionary mind of Crispin Glover that tells the inner and outer struggles of a young man facing villains and demons on multiple planes.",tt0118141
La novia cadáver,"7,4","Tim Burton, Mike Johnson","Tim Burton, Carlos Grangel, John August","Cuando un tímido novio practica sus votos matrimoniales ante la presencia inadvertida de una joven fallecida, esta se levanta de la tumba asumiendo que la ha tomado por esposa.",tt0121164
Shooting Vegetarians,"4,6",Mikey Jackson,Mikey Jackson,"Neil, a punk rock vegetarian, is being forced to go into the family butcher business. He decides to save the world instead.",tt0146272
El enemigo,"5,3",William Kaufman,"Holt Boggs, William Kaufman, Matt Beckham","""The Prodigy"" tells the story of small-time enforcer Truman Fisher's vicious conflict with a sadistic assassin who has chosen the unwilling Truman to be his successor. The assassin, who goes by the alias Rains and whose exploits have become the source of legend among Truman's underworld colleagues, drives Truman, through the pressure of constant violence and grief, to... Leer todo",tt0160706
Eve's Preyer,"7,2",Murad Gumen,Murad Gumen,,tt0187838
Berlin Nights,"6,5",Gabriela Tscherniak,Gabriela Tscherniak,One night in Berlin approaching the year 2000 - a portrayal of the city's youth experiencing the excesses of the Berlin nightlife.,tt0195551
Thousands of Miles,No disponible,Derek Lebrero,Derek Lebrero,"At the end of his first love, Pace leaves on a road trip with his buddy and discovers that not even Thousands of Miles can clear his conscience.",tt0196155
Death-Defying Acts,No disponible,Edward G. Norris,Edward G. Norris,Four narratives all dealing with infidelity. The husband who discovers his late wife had led a double-life; the cheating husband who can't bear the thought of his own wife's affair; an old man who dreams of the married woman who got away.,tt0195565
The Naked Monster,"5,2","Wayne Berwick, Ted Newsom",Ted Newsom,"A brain-dead sheriff, a stolid secret agent and a sexy scientist team with a grumpy retired monster fighter to battle a 60 foot, three-eyed cross between man and dinosaur.",tt0088751
Three,No disponible,Ernie Gehr,No disponible,"Bert is a bored taxi driver by day and a limo driver by night. One night, after driving his rich and glamorous clients to all the hottest nightclubs in New York City, Ernie finds an abandon VW down by the river. He has it towed to his garage when he spends the next seven years working on it, developing a bond with the vehicle, which he names ""Herbstina"". One night, so... Leer todo",tt0159790
Angels with Angles,"4,8",Scott Edmund Lane,"Scott Edmund Lane, Mark Pietri","George Burns is no happy angel. Heaven is ""non-smoking"", but most importantly, he can't reunite with his wife Gracie.",tt0179803
Bob the Butler,"5,6",Gary Sinyor,"Jane Walker Wood, Steven Manners, Gary Sinyor",Tom Green stars as a bumbling buffoon who lands at Butlering after working his way through all other 'A' and 'B' jobs.,tt0216584
Las chicas malas del valle,"3,7",John T. Kretchmer,"Paul Fleischman, Robert LoCash, Andrew Lane","Three snobbish high school girls prematurely age brought on from a curse, a drug (or something) after the arrival of new transfer student whom they believe is connected to a murder they committed a year earlier. A fate worse than death.",tt0216746
Lucky 13,"4,5",Chris Hall,"Eric Swelstad, Ira Heffler, Ari Schlossberg",A man revisits the previous significant girlfriends in his life in order to win over the girl of his dreams.,tt0222167
Slipdream,"6,6",Marc Grant,Marc Grant,"In this experimental update of Jack and the Beanstalk (ital), a streetwise pot dealer is catapulted on a mystical adventure when he trades his father's gold watch for a pair of psychotropic seeds.",tt0226851
Star Wars: Episodio III - La venganza de los sith,"7,6",George Lucas,George Lucas,"Tras tres años de Guerras Clon, los jedi rescatan a Palpatine del Conde Dooku. Mientras Obi-Wan persigue una nueva amenaza, Anakin actúa como agente doble entre el Consejo Jedi y Palpatine, siendo atraído por un siniestro plan.",tt0121766
Los 4 Fantásticos,"5,7",Tim Story,"Mark Frost, Michael France, Stan Lee","Un grupo de astronautas adquiere superpoderes tras una exposición a la radiación cósmica y debe utilizarlos para oponerse a los planes de su enemigo, el Doctor Doom.",tt0120667
Striptease Baby Dolls from Cleveland Meet the Unkillables,"5,8","Raymond L. Gunn, Robert Swanson","Raymond L. Gunn, Robert Swanson","Watching this crazy gangland send-up with the ""outlandish"" commercial interuptions, makes you feel as if you are viewing a late night movie on local television, but, a t.v. station could ""never"" air anything like ""Striptease Baby Dolls From Cleveland Meet The Unkillables"", and the commercial spoofs are done the way we'd ""like"" to see them . It's zany comedy and action... Leer todo",tt0228906
Wilson Chance,"8,1",No disponible,Jeffrey Bunzendahl,"In the high stakes world of espionage, sometimes you've got one chance... WILSON CHANCE, secret agent for the Canadian government. He lives for the moment. He lives for excitement. He lives for danger. Actually, he just hopes he lives! What starts off as a routine surveillance assignment, turns into a deadly game of spy versus spy, as Wilson Chance becomes unwittingly... Leer todo",tt0244306
Man Thing (La naturaleza del miedo),"4,1",Brett Leonard,"Steve Gerber, Hans Rodionoff","Los agentes de un magnate petrolero desaparecen mientras exploran un pantano para perforar. El sheriff local investiga y se enfrenta a una leyenda que cobra vida, un monstruo del pantano cuyo toque quema a quienes sienten miedo.",tt0290747
La maldicion del pirata,"3,4",Mark Roper,Harry Alan Towers,"Jeffery Thorpe roams the Caribbean in his boat, 'The Sea Wolf'. He will take any job, no matter how suspicious the circumstances. When a mysterious woman gives him an antique gold coin, the real adventure is about to begin!",tt0295590
Dark Warrior,"3,4",Jason Yee,Jason Yee,"Derek Woo is back in town to clean up the streets once and for all. But when a group of gangsters are brutally murdered by a mysterious assassin, the police target Derek as the prime suspect.",tt0301265
Last Mountain,"8,2",Robert Fleet,"Robert Fleet, Stephan Szpak-Fleet","A homeless dying veteran, trying to find a Unicorn he believes lives in the mountains above Los Angeles, convinces a Latina immigrant to join his quest, provoking a tragic-comic chase as they are followed by the Border Patrol and her Lowrider cousins.",tt0234084
Mee-Shee: El gigante del agua,"5,3",John Henderson,Barry Authors,"A New York City oil company troubleshooter is brought to a remote B.C. lake to look for some lost machinery. Cancelling a trip to Disney World with his son, he decides to bring the boy along. They both end up experiencing more excitement than Mickey could ever conjure in Orlando, when they meet up with bad guys and a legendary creature.",tt0243462
Wallace & Gromit: La maldición de las verduras,"7,5","Steve Box, Nick Park","Steve Box, Nick Park, Mark Burton",Wallace y su leal perro Gromit se disponen a resolver el misterio tras la plaga que acecha los huertos de todos los vecinos y que amenaza con arruinar el torneo anual de verduras gigantes.,tt0312004
Lung do kei yuen,"5,0",Antony Szeto,"Trevor Morris, Yeung-Ping Sze, Antony Szeto","A town is attacked by a deadly creature. The only thing that can stop it is the DragonBlade, but the one who knows where it is won't tell others, since untold peril await anyone who finds this legendary weapon.",tt0327660
La maldición (Cursed),"5,1",Wes Craven,Kevin Williamson,"Un hombre lobo suelto en Los Ángeles cambia la vida de tres jóvenes que, tras ser mutilados por la bestia, aprenden que deben matarla para evitar convertirse ellos mismos en hombres lobo.",tt0257516
2001 maniacos,"5,3",Tim Sullivan,"Chris Kobin, Tim Sullivan, Chris Kobin","Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents.",tt0264323
Frankenstein & the Werewolf Reborn!,"4,7","Jeff Burr, David DeCoteau",Neal Marshall Stevens,Edited versions of both Frankenstein Reborn. and The Werewolf Reborn!.,tt0267506
From Venus,"4,5",Jeff Kennedy,"Jeff Kennedy, DJ Perry","When young Arthur is handed a mysterious comic book on Halloween night, little does he know that its hold on him will blur the lines of reality that have kept him blissfully ignorant of the danger our sister planet presents.",tt0274509
Jackpot,No disponible,No disponible,No disponible,"Jackpot is the story of the super rich, indulging their depravity out of the boredom of needing nothing and having everything. A rich young heiress played by the sensational Lisa Marks has hired a companion for the weekend and tells him the saga of how she came into her fortune. Her father, a tycoon is into playing games for high stakes, in this case his friend's wife... Leer todo",tt0153517
Firecracker,"5,0",Steve Balderson,"Steve Balderson, Clark Balderson","A young boy who lives in a dysfunctional home went to the carnival and met a singer. Shortly after, a murder took place. The town's sheriff is seeking answers. The singer is trying to escape her environment so is the boy. But both has to face their own horror.",tt0204322
The Krone Experiment,"7,0",J. Robinson Wheeler,"J. Craig Wheeler, J. Robinson Wheeler","A group of scientific intelligence experts must track down the source of a mysterious seismic signal that is causing pinpoints of destruction around the globe. When a Russian ship is disabled, tensions between Russia and the U.S. are revived, threatening to re-ignite the Cold War. When the team finally uncovers the truth about the Krone experiment, they discover a tic... Leer todo",tt0220605
Love Thy Neighbor,"3,3",Nick Gregory,"Nick Gregory, Kirk Aanes","Two married couples are about to give new meaning to the phrase Love Thy Neighbor. When these best friends become more than just friends, one simple game leads to another. A twisted comedy about relationships, deception, and consequences.",tt0304356
Los suicidas,"5,5",Juan Villegas,"Antonio Di Benedetto, Juan Villegas","Daniel is a young journalist investigating the context of the photograph of a presumed suicidal. When he starts falling in love with Marcela, the assigned photographer for the research, the case will start to drag them into darkness.",tt0324107
Harry Potter y el cáliz de fuego,"7,7",Mike Newell,"Steve Kloves, J.K. Rowling","Harry Potter se encuentra compitiendo en un peligroso torneo entre escuelas de magia rivales, pero está distraído por pesadillas recurrentes.",tt0330373
Keep Your Distance,"5,1",Stu Pollard,Stu Pollard,"In the perfectly normal town of Louisville, KY, there is a perfectly normal man living the perfect life. David Dailey is a man who has it all: A great career, a community that adores him, and an enduring marriage. But beneath the surface, David's idyllic world is crumbling. He's haunted by a series of mysterious notes that warn of an imminent fall from grace. His sult... Leer todo",tt0337656
El afinador de terremotos,"6,2","Stephen Quay, Timothy Quay, Weiser Quay","Alan Passes, Stephen Quay, Timothy Quay",Dark fairy-tale about a demonic doctor who abducts a beautiful opera singer with designs on transforming her into a mechanical nightingale.,tt0342882
Alchemy,"5,3",Evan Oppenheimer,Evan Oppenheimer,El distraído profesor Malcolm Downey acaba de inventar algo que seguro conducirá al camino académico fácil de la titularidad: una computadora que puede registrar las emociones humanas.,tt0285682
Aspects of Love,"7,4",Gale Edwards,"Andrew Lloyd Webber, David Garnett","A young soldier and a starving actress engage in a love affair they will remember for years to come, even after it's end.",tt0287927
Rent,"6,8",Chris Columbus,"Jonathan Larson, Stephen Chbosky","Esta es la versión cinematográfica del musical ganador de un premio Pulitzer y Tony sobre los bohemios en el East Village de la ciudad de Nueva York que luchan con la vida, el amor y el SIDA, y los impactos que tienen en Estados Unidos.",tt0294870
Going Shopping,"5,1",Henry Jaglom,"Victoria Foyt, Henry Jaglom",A clothing designer tries to save her struggling boutique store by having a tumultuous weekend sale of her shop's inventory by playing on the addictions of shopping for the women of Beverly Hills.,tt0295605
False River,"6,0",Rex Hauck,"Chad Draper, Rex Hauck",Three lunatics escape from a mental institution only to find the real world is crazier than they ever were.,tt0160261
Ripley Under Ground,"5,9",Roger Spottiswoode,"Patricia Highsmith, William Blake Herron, Donald E. Westlake",Un estafador profesional oculta la muerte de un artista famoso para ganar dinero vendiendo cuadros en su propio nombre.,tt0219171
Cl.One,"3,3",Jason J. Tomaric,Jason J. Tomaric,"Humanity is on the verge of extinction after nuclear fallout from the war renders every living thing on Earth infertile. Chancellor Derek Strombourg, mourning the death of his daughter, must find the one person whose genetic structure can bring life to thousands of dormant human clones. Fighting him is an underground rebellion struggling to prevent this awesome power ... Leer todo",tt0227189
Imposture,"6,4",Patrick Bouchitey,"Jackie Berroyer, Patrick Bouchitey, Gilles Laurent",A literary professor who suffers from writer's block decides to kidnap one of his female students in order to promote her brilliant essay that reminds him of his own work as his own.,tt0261759
Master i Margarita,"6,4",Yuriy Kara,"Mikhail A. Bulgakov, Yuriy Kara","Interwoven are a satire of the 1930's under Stalin, the inner struggle of Pontius Pilate around the execution of Jesus, and the love story between a writer in Moscow and his lover Margarita.",tt0110476
Seven Days of Grace,"3,5",Don E. FauntLeRoy,"Ria Coyne, Peter Evans, Robert Nashak","Four women - a blonde, a hippie, a lesbian and a barmaid - are looking for love, money and success. When one inherits an Italian restaurant from her father, they see this as a chance to fulfil their dreams. Then the restaurant is in danger of closing down - and the girls pull out all the stops to save it.",tt0136517
Viúva Rica Solteira Não Fica,"6,7",José Fonseca e Costa,"João Constâncio, José Fanha, José Fonseca e Costa","Ana Catarina returns home to marry a man she doesn't know. A terrible coincidence happens when, on the same day, the young woman becomes a widow and an orphan, which leaves her heir to a fortune and coveted by the aristocrats in the region",tt0166871
Hijos de los hombres,"7,9",Alfonso Cuarón,"Alfonso Cuarón, Timothy J. Sexton, David Arata","En el 2027, en un mundo caótico en el que las mujeres se han vuelto estériles sin que se sepa el motivo, un antiguo activista accede a prestar su ayuda para transportar a una mujer milagrosamente embarazada a un santuario junto al mar.",tt0206634
False Prophets,"6,3",Robert Kevin Townsend,Robert Kevin Townsend,"When a young woman opts to abort a miraculous conception, a Christian Fundamentalist group intervenes. Duped into an adoption scheme, Maggie agrees to carry the baby to term but gradually comes to suspect the entire arrangement. She ends up marooned at a rural service station, where she encounters a wise old radio preacher, Isaiah, and his reluctant prophet of a son, ... Leer todo",tt0260042
Live Freaky Die Freaky,"4,8",John Roecker,John Roecker,"In a distant future, a cult forms around the Manson Family, when Charles Manson is mistaken for the messiah. Meanwhile, in 1969, Manson convinces his followers to murder Sharon Tate.",tt0197633
