Nombre,Anyo,Roles,Peliculas,Premios
Jason Flemyng,1966,Reparto. Producción. Dirección,"El curioso caso de Benjamin Button, Lock & Stock, Deep Rising: El misterio de las profundidades",Otros premios
Cliff Curtis,1968,Reparto. Producción,"Resucitado, Sunshine, The Dark Horse",Otros premios
Clifton Powell,1956,Reparto. Producción. Dirección,"Ray, Deep Rising: El misterio de las profundidades, Hora punta",Otros premios
Trevor Goddard,1962,Reparto,"Mortal Kombat, Piratas del Caribe: La maldición de la Perla Negra, Deep Rising: El misterio de las profundidades",Otros premios
David Beecroft,-1,Reparto,"Falcon Crest, Shadowzone, Creepshow 2",Otros premios
Eric Bruno Borgman,-1,Reparto. Equipos adicionales. Producción,"Al límite, Los sustitutos, The Deserter",No tiene premios
Al Conti,-1,Reparto. Equipos adicionales,The Fighter,No tiene premios
Pat Cooper,1929,Reparto,"Una terapia peligrosa, Otra terapia peligrosa: ¡Recaída total!, Las Vegas",No tiene premios
Crystal DiQuinzio,-1,Reparto,"Juego mortal, Broadcast",No tiene premios
Wally Dunn,-1,Reparto,"Clickbait, Madam Secretary, The Good Fight",No tiene premios
John Ferus,-1,Reparto,"Juego mortal, Brotherhood, Coat Check",No tiene premios
Susan Johnston,-1,Reparto. Producción. Dirección de casting,"Marvel Comic Prey: Origin of the Species, Street, Flatline Experience",Otros premios
Melissa Leo,1960,Reparto. Producción,"The Fighter, Prisioneros, Frozen River (Río helado)",Ganó 1 premio Óscar
Joe Lisi,1950,Reparto. Equipos adicionales,"Summer of Sam (Nadie está a salvo de Sam), Al borde del abismo, Entre el amor y el juego",No tiene premios
Jeffrey Falcon,1962,Reparto. Especialistas. Guion,"Holocausto samurai, Long feng zei zhuo zei, Long zhi zheng ba",No tiene premios
Justin McGuire,-1,Reparto. Especialistas,"Holocausto samurai, Burn Your Maps, Clownation",No tiene premios
Kim De Angelo,-1,Reparto. Dirección de producción,Holocausto samurai,No tiene premios
Stephane Gauger,-1,Cámara y electricidad. Dirección de fotografía y cámara. Dirección,"Cinco días en Saigón, Saigón Eléctrico, Holocausto samurai",Otros premios
Clifford Hugo,-1,Reparto. Edición. Dirección de producción,"Holocausto samurai, Jacks or Better, Henry and Marvin",No tiene premios
Oleg Bernov,-1,Reparto. Composición. Música,"Holocausto samurai, Fastlane: Brigada especial, Juego de asesinos",No tiene premios
Igor Yuzov,-1,Composición. Reparto. Música,"Holocausto samurai, Fastlane: Brigada especial, Juego de asesinos",No tiene premios
Zhenya Kolykhanov,-1,Reparto. Sonido,"Holocausto samurai, Fastlane: Brigada especial, Everything Is Allowed",No tiene premios
George L. Casillas,-1,Reparto. Dirección de la segunda unidad o asistencia a dirección,Holocausto samurai,No tiene premios
Avi Sills,-1,Música. Reparto,"Holocausto samurai, Undying Dreams, The United",No tiene premios
Shannon Dow Smith,-1,Reparto,"Lurid Tales: The Castle Queen, Secreta obsesión, Triangulo criminal",No tiene premios
Kim Sill,1963,Reparto. Producción. Guion,"Viper, Carnal Fate, Baile erótico",No tiene premios
Cristi Harris,1977,Reparto. Producción. Casting,"The Unhealer, La noche de los demonios 2, Navy: Investigación criminal",Otros premios
Betsy Lynn George,1971,Reparto. Producción. Guion,"Occurrence at Mills Creek, Occurrence at Mills Creek, Le llaman Bodhi",Otros premios
Mihaela Mihut,-1,Reparto. Casting,"Lurid Tales: The Castle Queen, Oh, Ramona!, Perkins' 14",No tiene premios
Crenguta Hariton,-1,Reparto,"Código desconocido, Lurid Tales: The Castle Queen, Despre morti numai de bine",No tiene premios
Andreea Macelaru,-1,Reparto,"Invisible: las crónicas de Benjamin Knight, El reino secreto, Amén.",No tiene premios
Maria Zamfirescu,-1,Reparto,Lurid Tales: The Castle Queen,No tiene premios
Cristina Stoica,-1,Reparto,"Lurid Tales: The Castle Queen, Lurking Fear, Ángel del infierno",No tiene premios
Flenkes Rodica,-1,Reparto,Lurid Tales: The Castle Queen,No tiene premios
David Fox,1941,Reparto. Guion. Cámara y electricidad,"Pacific Rim, Mamá, Cuando cae la noche",Otros premios
Asif Mohammed Seth,-1,Reparto,"El chico de la selva, Society Achiever's Awards",No tiene premios
Lea Moreno,1977,Reparto. Producción,"DAG, Legacy, C.S.I.",No tiene premios
Jeremy Roberts,1954,Reparto,"Aquel país desconocido, La máscara, Herbie. A tope",No tiene premios
Chippy Gangjee,-1,Reparto,"Black, El chico de la selva, The Outhouse",No tiene premios
Premlal,-1,Reparto,"Shikari: The Hunter, Malayathi Pennu, El chico de la selva",No tiene premios
Ratan Thakore Grant,-1,Reparto,"El chico de la selva, The Outhouse",No tiene premios
Avinash,-1,Reparto. Efectos visuales. Cámara y electricidad,"Aaptharakshaka, 7aum Arivu, Judwaa",Otros premios
Sayeed,-1,Reparto,El chico de la selva,No tiene premios
Nihar Kiran Shembekar,-1,Reparto,El chico de la selva,No tiene premios
Tim Roth,1961,Reparto. Producción. Dirección,"Rob Roy (La pasión de un rebelde), Los odiosos ocho, Pulp Fiction",Nominado para 1 premio Óscar
Mili Avital,1972,Reparto. Dirección. Producción,"Stargate: Puerta a las estrellas, Dead Man, Las mil y una noches",Otros premios
Rod Steiger,1925,Reparto. Banda sonora,"En el calor de la noche, La ley del silencio, El prestamista",Ganó 1 premio Óscar
Mickey Rooney,1920,Reparto. Producción. Dirección,"El mundo está loco, loco, loco, loco, Desayuno con diamantes, Los hijos de la farándula",Nominado para 4 premios Óscar
John Turturro,1957,Reparto. Guion. Producción,"Aprendiz de gigoló, Barton Fink, Quiz Show (El dilema)",Ganó 1 premio Primetime Emmy
Jacques Herlin,1927,Reparto,"Las vacaciones europeas de una chiflada familia americana, El favor, el reloj, y el gran pescado, Un buen año",No tiene premios
Lothaire Bluteau,-1,Reparto. Guion. Banda sonora,"Vikingos, Manto negro, Jesús de Montreal",Otros premios
Christopher Fennell,-1,Reparto. Efectos visuales,"Cold Mountain, Expediente X: Enfréntate al futuro, La mirada del mal",No tiene premios
Barbara Bain,1931,Reparto. Banda sonora,"Misión: Imposible, American Gun, Espacio: 1999",Ganó 3 premios Primetime Emmy
Francis Bouc,-1,Reparto,"Planeta libre, Le roi de Paris, Hoy, quizá",No tiene premios
Rufus Sewell,1967,Reparto. Banda sonora,"Dark City, El ilusionista, Destino de caballero",Nominado para 1 premio Primetime Emmy
Kiefer Sutherland,1966,Reparto. Producción. Equipos adicionales,"24, Reflejos, Última llamada",Ganó 2 premios Primetime Emmy
Jennifer Connelly,1970,Reparto. Producción. Banda sonora,"Una mente maravillosa, Casa de arena y niebla, Hulk",Ganó 1 premio Óscar
William Hurt,1950,Reparto. Producción,"Una historia de violencia, Perdidos en el espacio, Un viaje alucinante al fondo de la mente",Ganó 1 premio Óscar
Richard O'Brien,1942,Reparto. Guion. Música,"The Rocky Horror Picture Show, Dark City, Shock Treatment",Otros premios
Ian Richardson,1934,Reparto. Banda sonora,"Desde el infierno, Brazil, Castillo de naipes",Ganó 1 premio BAFTA
Bruce Spence,1945,Reparto,"Mad Max 2, el guerrero de la carretera, El señor de los anillos: El retorno del rey, Dark City",Otros premios
Colin Friels,1952,Reparto,"Darkman, La ley de la bahía, Dark City",Otros premios
John Bluthal,1929,Reparto. Guion. Banda sonora,"El quinto elemento, Superman III, Dentro del laberinto",No tiene premios
Mitchell Butel,-1,Reparto. Dirección. Guion,"Dark City, La hora señalada, Strange Fits of Passion",Otros premios
Eddie Murphy,1961,Reparto. Guion. Producción,"The Nutty Professor (El profesor chiflado), Superdetective en Hollywood, Dreamgirls",Nominado para 1 premio Óscar
Peter Boyle,1935,Reparto. Banda sonora,"Todo el mundo quiere a Raymond, Danko: Calor rojo, Taxi Driver",Ganó 1 premio Primetime Emmy
Ossie Davis,1917,Reparto. Guion. Dirección,"Haz lo que debas, Bubba Ho-tep, Dos viejos gruñones",Nominado para 4 premios Primetime Emmy
Oliver Platt,1960,Reparto. Producción,"Los tres mosqueteros de Alejandro Dumas, El hombre bicentenario, Mandíbulas",Nominado para 5 premios Primetime Emmy
Richard Schiff,1955,Reparto. Dirección. Producción,"El hombre de acero, El mundo perdido: Jurassic Park, El ala oeste de la Casa Blanca",Ganó 1 premio Primetime Emmy
Kristen Wilson,1969,Reparto,"Dr. Dolittle, Dungeons & Dragons (Dragones y mazmorras), Bulletproof (A prueba de balas)",No tiene premios
Jeffrey Tambor,1944,Reparto. Banda sonora,"Transparent, Arrested Development, Hellboy",Ganó 2 premios Primetime Emmy
Kyla Pratt,1986,Reparto. Banda sonora,"One on One, Recovery Road, Love & Basketball",Otros premios
Raven-Symoné,1985,Reparto. Producción. Música,"Raven, Vuelve Raven, Dr. Dolittle 2",Otros premios
Steven Gilborn,-1,Reparto,"Evolution, Dr. Dolittle, Alien Resurrección",Otros premios
Amy Gordon,-1,Reparto,Decampitated,No tiene premios
Mike Hart,-1,Reparto,Decampitated,No tiene premios
Steve Ladden,-1,Reparto. Producción. Localización,"Decampitated, A Girl Like You, Clancy",No tiene premios
Wayne Larsen,-1,Reparto,"The Summer Intern, Decampitated",No tiene premios
Bethany La Voo,-1,Reparto,"Decampitated, The Guiding Light, As the World Turns",No tiene premios
Ryan Lowery,-1,Equipos adicionales. Reparto. Guion,Decampitated,No tiene premios
Thomas Martwick,-1,Dirección. Reparto. Efectos especiales,"Z/Rex: The Jurassic Dead, Jurassic Thunder, Tsunambee: The Wrath Cometh",No tiene premios
Cristina Patterson,-1,Maquillaje. Efectos especiales. Reparto,"Piratas del Caribe: La maldición de la Perla Negra, American Horror Story, The Walking Dead",Nominado para 1 premio Primetime Emmy
Deus Xavier Scott,-1,Reparto. Producción. Guion y continuidad,"Thursday, Broken Badge, Decampitated",No tiene premios
Chad Drummond,-1,Reparto,Decampitated,No tiene premios
Michael Rooker,1955,Reparto. Producción. Dirección,"Guardianes de la Galaxia, Henry: Retrato de un asesino, Guardianes de la Galaxia Vol. 2",Otros premios
Leslie Hope,-1,Reparto. Dirección. Producción,"Lost in Space, Lie Exposed, Snowpiercer: Rompenieves",Otros premios
Shawn Thompson,-1,Dirección. Reparto. Producción,"Hairspray, fiebre de los 60, Sunnyside, Nadie es perfecto",Otros premios
Andrew Jackson,1963,Reparto. Guion. Dirección de casting,"Star Trek: Strange New Worlds, El Lobo de mar, Traición mortal",Otros premios
Kevin Zegers,1984,Reparto. Producción. Banda sonora,"Transamérica, Gossip Girl, 50 hombres muertos",Otros premios
Tony Todd,1954,Reparto. Producción. Dirección,"Candyman, el dominio de la mente, La Roca, El cuervo",Nominado a 1 premio BAFTA
Hardee T. Lineham,-1,Reparto,"La zona muerta, Equipo mortal, La resistencia de los muertos",Otros premios
Catherine Bruhier,-1,Reparto. Producción. Dirección,"El reencuentro, All Rise, Kim's Convenience",Otros premios
Gordon Michael Woolvett,1970,Reparto. Dirección. Guion,"17th Annual Gemini Awards, Andrómeda, Parkman",Otros premios
James B. Douglas,-1,Reparto,"Al final de la escalera, Tiro mortal, The Gong Show Movie",No tiene premios
Jeffrey Forsyth,-1,Efectos visuales. Producción. Dirección,"Cain, Cain, Children of the Sky",No tiene premios
Ron Bonk,-1,Producción. Guion. Dirección,"House Shark, Clay, Hi-8 (Horror Independent 8)",Otros premios
Edward Mastin,-1,Reparto,"House Shark, Impossible Choice, Gut Pile",No tiene premios
Bob Licata,-1,Reparto,"The Vicious Sweet, Cain, The People's Champ",No tiene premios
Jerry O'Sullivan,-1,Producción. Reparto. Dirección,"Shriekshow, Gut Pile, The Slasher Nurse",No tiene premios
Sasha Graham,-1,Reparto. Producción. Guion,"Bloodletting, Trivial, Polymorph",No tiene premios
Julian Sands,1958,Reparto. Dirección de la segunda unidad o asistencia a dirección. Banda sonora,"Una habitación con vistas, El almuerzo desnudo, Warlock, el brujo",Otros premios
Asia Argento,1975,Reparto. Dirección. Guion,"La tierra de los muertos vivientes, xXx, El corazón es mentiroso",Otros premios
Andrea Di Stefano,1972,Reparto. Guion. Dirección,"The Informer, La vida de Pi, Nine",Otros premios
Nadia Rinaldi,1967,Reparto,"Faccione, Germanikus, Anni 90",Otros premios
Coralina Cataldi-Tassoni,-1,Reparto. Producción. Composición,"Lady M 5.1, La madre del mal, El fantasma de la ópera",No tiene premios
István Bubik,-1,Reparto,"Un hombre con suerte, A férfi aki virágot hord a szájában, Sunshine",No tiene premios
Lucia Guzzardi,-1,Reparto. Equipos adicionales,"Zoolander No. 2, Come Reza Ama, El fantasma de la ópera",No tiene premios
Aldo Massasso,-1,Reparto. Equipos adicionales,"Detective Story, La regia è finita, Luca el contrabandista",No tiene premios
Zoltan Barabas,-1,Reparto. Producción. Guion,"Thend, Dos rubias de pelo en pecho, Ilusiones de un mentiroso",No tiene premios
Gianni Franco,-1,Reparto,"En tercera persona, Año 225, después del holocausto, Los invasores del abismo",No tiene premios
Peter O'Toole,1932,Reparto. Producción. Dirección,"Lawrence de Arabia, El león en invierno, Troya",Nominado para 8 premios Óscar
Rose McGowan,1973,Reparto. Producción. Dirección,"Grindhouse: Planet Terror, Caramelo asesino, Grindhouse",Otros premios
Joanna Going,1963,Reparto. Producción,"Kingdom, House of Cards, Mad Men",Otros premios
Liev Schreiber,1967,Reparto. Producción. Equipos adicionales,"Spotlight, X-Men orígenes: Lobezno, El mensajero del miedo",Nominado para 9 premios Primetime Emmy
Ben Affleck,1972,Producción. Reparto. Guion,"Argo, Perdida, The Town: Ciudad de ladrones",Ganó 2 premios Óscar
Nicky Katt,1970,Reparto. Producción. Agente de talentos,"El informador, Movida del 76, Secuestro infernal",Otros premios
Clifton Powell,1956,Reparto. Producción. Dirección,"Ray, Deep Rising: El misterio de las profundidades, Hora punta",Otros premios
Rick Otto,1973,Reparto,"The Wire (Bajo escucha), American Crime Story, Bosch",Otros premios
Valerie Chow,1970,Reparto. Guion. Producción,"Chungking Express, The Doll Life, Juego de dragones",Otros premios
Adam Nelson,-1,Reparto,"Appaloosa, Mystic River, Abyss",No tiene premios
Kenneth Branagh,1960,Reparto. Producción. Dirección,"Enrique V, Hamlet de Kenneth Branagh, Mucho ruido y pocas nueces",Ganó 1 premio Óscar
Embeth Davidtz,1965,Reparto. Dirección. Guion,"El hombre bicentenario, El ejército de las tinieblas, Europa One",Otros premios
Robert Downey Jr.,1965,Reparto. Producción. Guion,"Iron Man, Iron Man 3, Sherlock Holmes",Ganó 1 premio Óscar
Daryl Hannah,1960,Reparto. Producción. Dirección,"Kill Bill: Volumen 2, Wall Street, 1, 2, 3... Splash",Otros premios
Robert Duvall,1931,Reparto. Producción. Dirección,"Camino al cielo, El juez, Gracias y favores",Ganó 1 premio Óscar
Tom Berenger,1949,Reparto. Producción. Guion,"Platoon, Origen, Reencuentro",Nominado para 1 premio Óscar
Famke Janssen,1964,Reparto. Guion. Producción,"X-Men: La decisión final, GoldenEye, X-Men",Otros premios
Clyde Hayes,-1,Reparto. Guion. Producción,"Viernes 13: Capítulo final, Neon Maniacs, El último productor",No tiene premios
Mae Whitman,1988,Reparto. Arte. Producción,"Las ventajas de ser un marginado, Un día inolvidable, Siempre queda el amor",Otros premios
Jesse James,1989,Reparto. Producción. Guion,"Mejor... imposible, El efecto mariposa, Mensaje en una botella",Otros premios
Denzel Washington,1954,Reparto. Producción. Dirección,"Fences, El libro de Eli, Antwone Fisher",Ganó 2 premios Óscar
John Goodman,1952,Reparto. Producción. Banda sonora,"Calle Cloverfield 10, Barton Fink, Argo",Ganó 1 premio Primetime Emmy
Donald Sutherland,1935,Reparto. Producción. Guion,"Los juegos del hambre: En llamas, Pride & Prejudice (Orgullo y prejuicio), Klute",Ganó 1 premio Primetime Emmy
Embeth Davidtz,1965,Reparto. Dirección. Guion,"El hombre bicentenario, El ejército de las tinieblas, Europa One",Otros premios
James Gandolfini,1961,Reparto. Producción. Banda sonora,"Los Soprano, Sobran las palabras, The Mexican",Ganó 3 premios Primetime Emmy
Elias Koteas,1961,Reparto. Producción,"La delgada línea roja, Shooter: El tirador, Tortugas Ninja",Otros premios
Gabriel Casseus,1972,Reparto. Dirección. Guion,"Ladrones, Al diablo con el diablo, G-Force: Licencia para espiar",Otros premios
Michael J. Pagan,-1,Reparto. Producción. Guion,"Los ojos del mal, La vida en juego, Siempre fuertes",Otros premios
Robert Joy,1951,Reparto. Guion. Composición,"La tierra de los muertos vivientes, Las colinas tienen ojos, Aliens vs. Predator 2",Otros premios
Frank Medrano,1958,Reparto,"Cadena perpetua, Sleepers, Suicide Kings",No tiene premios
Miguel Ferrer,1955,Reparto. Dirección. Dirección de fotografía y cámara,"Traffic, Crossing Jordan, RoboCop",Otros premios
John Livingston,1970,Reparto. Banda sonora,"La voz del interior, La red, Los juegos del resacón",No tiene premios
Yasiin Bey,1973,Reparto. Producción. Música,"The Italian Job, Guía del autoestopista galáctico, El leñador",Nominado para 1 premio Primetime Emmy
John Slattery,1962,Reparto. Dirección. Producción,"Spotlight, Ant-Man, Destino oculto",Nominado para 4 premios Primetime Emmy
Allison Dean,-1,Reparto. Arte. Producción,"El príncipe de Zamunda, Speed 2, Lágrimas del sol",No tiene premios
Clayton Rohner,1957,Reparto. Dirección,"Mope, Ozark, Bluff City Law",No tiene premios
Elizabeth Schofield,-1,Reparto,"¿Dónde está Marlowe?, Au Pair, The Headhunter's Sister",No tiene premios
Barbara Howard,-1,Reparto,"Viernes 13: Capítulo final, Falcon Crest, Pasión sin barreras",Otros premios
Kirk Baltz,1959,Reparto. Producción. Equipos adicionales,"Snowfall, Wicked City, NCIS: Los Ángeles",Otros premios
Miguel Sandoval,1951,Reparto. Dirección. Dirección de casting,"Heridas abiertas, Peligro inminente, Jurassic Park (Parque Jurásico)",Otros premios
